Full Texts,ID,Name,Email,Phone,Address,Age,Gender,Category,Budget,Payment Method,Password,Created At
User Ira Savant prefers shopping for Clothing with a budget of ₹35089.11.,189,Ira Savant,masterriya@hotmail.com,0585578651,Goa,49,Female,Clothing,35089.11,Credit Card,54c65dcb7f8dd4d416b289cbccd60c9c77d056e8776fb978015ca21462566cf9,2025-03-06 17:55:01
User Jivin Cherian prefers shopping for Books with a budget of ₹21514.2.,190,Jivin Cherian,reyanshgoel@yahoo.com,0310364530,Delhi,26,Male,Books,21514.2,Debit Card,31e5a7cfd35ab35d7b4c6224d1b950e4b9e9e0aa5cf67f6be46af15c0675795e,2025-03-21 17:55:01
User Alia Balay prefers shopping for Home & Kitchen with a budget of ₹24096.06.,191,Alia Balay,divit34@sahota.com,0961171127,Maharashtra,20,Male,Home & Kitchen,24096.06,Cash on Delivery,984d5f673f1a7281f464b0c69d35ca8066bb7cd0d36653ef6644f76d74d3745d,2025-03-29 17:55:01
User Lavanya Yohannan prefers shopping for Home & Kitchen with a budget of ₹30325.19.,192,Lavanya Yohannan,tarini33@kata-sheth.net,5799299142,West Bengal,55,Female,Home & Kitchen,30325.19,Debit Card,c927145731155605424c2fb3094a63493f122354341ae0f0fdaeb799da064bdb,2025-03-07 17:55:01
User Zaina Kari prefers shopping for Home & Kitchen with a budget of ₹44758.6.,193,Zaina Kari,elasundaram@hotmail.com,6454510309,Haryana,58,Female,Home & Kitchen,44758.6,Debit Card,bf12c0175a1fd45e7438ede724f1ec92c665261d45500d242141fd1d1721bbcf,2025-03-17 17:55:01
User Samaira Bhatnagar prefers shopping for Clothing with a budget of ₹29439.86.,194,Samaira Bhatnagar,gkapoor@hotmail.com,1209734124,Madhya Pradesh,59,Male,Clothing,29439.86,Credit Card,c9e13d936c292d35da8b96f4134ec91033fbbc90e7fa9ebef466d7850a1d22ea,2025-03-30 17:55:01
User Kavya Divan prefers shopping for Electronics with a budget of ₹46122.66.,195,Kavya Divan,roymiraya@hotmail.com,9148174208,Delhi,43,Female,Electronics,46122.66,Cash on Delivery,3c9549e8c455a4056fbb953be1d98816639268e1eab3ff7c456bbea41589037f,2025-03-14 17:55:01
User Lavanya Kale prefers shopping for Electronics with a budget of ₹45813.94.,196,Lavanya Kale,qkarpe@hotmail.com,0452981406,Maharashtra,40,Male,Electronics,45813.94,Cash on Delivery,904c47a3c0003e80a935bbb996cbe3cd30beb6a375ab3f98579cb6468c9acd81,2025-03-05 17:55:01
User Gokul Choudhry prefers shopping for Books with a budget of ₹43961.95.,197,Gokul Choudhry,rayromil@ramaswamy.com,7557451230,Madhya Pradesh,32,Male,Books,43961.95,Credit Card,0c3286b947e2f4c83bd8586bb0ec1692163560cfd43cd9e901bfe6bc483ce0d2,2025-03-25 17:55:01
User Samiha Kapur prefers shopping for Clothing with a budget of ₹25712.97.,198,Samiha Kapur,vigrania@buch.net,+917378596,Delhi,44,Male,Clothing,25712.97,UPI,5b9406ebc04f0f5f19d8eaadee834a76d9f4d0b6b9ab3d6ebb93e31ad6d48978,2025-03-26 17:55:01
User Vanya Saran prefers shopping for Books with a budget of ₹22988.23.,199,Vanya Saran,adah71@hotmail.com,2227971817,Rajasthan,51,Female,Books,22988.23,UPI,28e56bd87cea5ae62f91d048bf58f4a22c0e3f80b2c8dda25eb9046d1ee3379e,2025-03-30 17:55:01
User Ela Mann prefers shopping for Electronics with a budget of ₹48209.49.,200,Ela Mann,ykhanna@gmail.com,0613268760,Rajasthan,60,Female,Electronics,48209.49,Debit Card,edf900a111a9b5eabe0fb4ca317263d3c037aaab641ccf371040e36c3059d216,2025-03-16 17:55:01
User Heer Randhawa prefers shopping for Books with a budget of ₹36504.65.,201,Heer Randhawa,fbal@yahoo.com,6046484675,West Bengal,33,Female,Books,36504.65,UPI,635682ef37fa39ea3fe471af6ea389f44252257e4ef392ff59a634d66ddf230b,2025-03-30 17:55:01
User Hiran Dada prefers shopping for Others with a budget of ₹35192.7.,202,Hiran Dada,indransviswanathan@khurana-cherian.com,0714624975,Goa,45,Male,Others,35192.7,Credit Card,961b1e6af66f0889fe9bf71369db55ace6c7d131a288a65a03746b497a0508bc,2025-03-14 17:55:01
User Yashvi Chakrabarti prefers shopping for Home & Kitchen with a budget of ₹41369.91.,203,Yashvi Chakrabarti,mahajanadvika@dugar.com,+914269389,Maharashtra,58,Male,Home & Kitchen,41369.91,PayPal,d4e3d55bd580f34a2e03aecff2f31949fcc55647ae43797d04c7948e524ca73a,2025-03-02 17:55:01
User Eshani Bedi prefers shopping for Clothing with a budget of ₹4520.91.,204,Eshani Bedi,ivandesai@wali-sarkar.org,7939596805,Punjab,60,Female,Clothing,4520.91,Cash on Delivery,0cdf0006e978d3eda3d5e303f05c2974e917f3b0ded872988cb4ab53c62c88d9,2025-03-12 17:55:01
User Onkar Arora prefers shopping for Beauty with a budget of ₹2180.42.,205,Onkar Arora,vedika04@yahoo.com,0770598620,Maharashtra,53,Male,Beauty,2180.42,PayPal,48080374208f3830402048f1e2adec840e358cf2c7abbe85869af4f2009f4feb,2025-03-23 17:55:01
User Hrishita Butala prefers shopping for Electronics with a budget of ₹27523.0.,206,Hrishita Butala,johalcharvi@hotmail.com,+915456903,Delhi,30,Male,Electronics,27523.0,PayPal,f37f294995547e143fd2da28bf24e878c862badfb95137155edb7390b077c8a2,2025-03-02 17:55:01
User Divij Bala prefers shopping for Beauty with a budget of ₹45091.8.,207,Divij Bala,usaran@yahoo.com,0515074756,Rajasthan,22,Male,Beauty,45091.8,Cash on Delivery,99fcc186a92358744877d7bfe42204bdef50b3b360d9234ca49dcf292d0c53e3,2025-03-22 17:55:01
User Stuvan Vohra prefers shopping for Beauty with a budget of ₹34297.6.,208,Stuvan Vohra,ishaanuppal@krish.com,0087535053,Maharashtra,40,Male,Beauty,34297.6,Debit Card,6c76400c3d59f1c6299ed81887528a2878b76c4aea594506a849738aadb29d5e,2025-03-15 17:55:01
User Kaira Arya prefers shopping for Clothing with a budget of ₹22503.01.,209,Kaira Arya,kartikchaudhry@sarkar.com,0666608035,West Bengal,44,Female,Clothing,22503.01,Cash on Delivery,912cc1f7f7b2299ad5cdab0ad213ba067a961dea581cb828c4a1818466003809,2025-03-30 17:55:01
User Myra Kanda prefers shopping for Books with a budget of ₹33175.97.,210,Myra Kanda,divijkhurana@balay.com,3254513957,Tamil Nadu,57,Female,Books,33175.97,Cash on Delivery,87f60512f72f3c7fa254dc9b413a4a15418ee1caddaf31581a72e1b9421db47e,2025-03-02 17:55:01
User Jivika Krishnan prefers shopping for Home & Kitchen with a budget of ₹42867.01.,211,Jivika Krishnan,anika34@mall.com,0819497522,Rajasthan,37,Male,Home & Kitchen,42867.01,UPI,e3f8e462f6e9c3eedb81b2f67eaec3176f3207ea5b7a5190fdb0b1f72486adc4,2025-03-19 17:55:01
User Hrishita Bhatti prefers shopping for Clothing with a budget of ₹6081.2.,212,Hrishita Bhatti,fagarwal@gopal.com,2695597633,Madhya Pradesh,22,Female,Clothing,6081.2,Debit Card,b7c85e785da4b49cad42b9b96148f11dbb290f76d6339351b60141b19b18826c,2025-03-19 17:55:01
User Sumer Raman prefers shopping for Clothing with a budget of ₹38814.36.,213,Sumer Raman,hdivan@hotmail.com,8677685857,Gujarat,40,Male,Clothing,38814.36,UPI,50d28e27a6e5b9b285d05ae2a03635e6341b8b256f9d72b345364f8410084faa,2025-03-31 17:55:01
User Bhavin Bhavsar prefers shopping for Beauty with a budget of ₹43240.83.,214,Bhavin Bhavsar,indrans44@buch-babu.com,8881122336,Haryana,45,Male,Beauty,43240.83,UPI,ee442341c9dc99cca240a39fd0a58fd696ce25e349b875a96eafb6b737ad0394,2025-03-02 17:55:01
User Dharmajan Hayre prefers shopping for Others with a budget of ₹36487.96.,215,Dharmajan Hayre,aedwin@gmail.com,3770755321,Gujarat,32,Female,Others,36487.96,Debit Card,149e462f0dd4c7fd4a117af8c996772faaa9fb88bd4da48146115a27875f9d7b,2025-03-15 17:55:01
User Shray Shere prefers shopping for Books with a budget of ₹28349.44.,216,Shray Shere,eva40@dhingra.net,+917691993,Goa,25,Male,Books,28349.44,Credit Card,07135435519a5dd04d2226ec72a87bfc5f5e80b5ff83e34f3778d92cc5966727,2025-03-20 17:55:01
User Divyansh Kapoor prefers shopping for Clothing with a budget of ₹40885.68.,217,Divyansh Kapoor,tkhalsa@hotmail.com,8509810841,Tamil Nadu,24,Female,Clothing,40885.68,Cash on Delivery,2343bfd825fb1409b1b5b5798ebb2a0525ae593a6cb040a87300557b8d90a6f9,2025-03-24 17:55:01
User Kiara Ganguly prefers shopping for Clothing with a budget of ₹1156.43.,218,Kiara Ganguly,fsoman@gmail.com,0515684544,Delhi,19,Female,Clothing,1156.43,Cash on Delivery,cd410042ada4c126bc33698f723f4b169c72e309f7cde2205912b8292fe9dffc,2025-03-11 17:55:01
User Indrajit Barad prefers shopping for Electronics with a budget of ₹4935.35.,219,Indrajit Barad,divyanshrajan@hotmail.com,+915914190,Gujarat,34,Female,Electronics,4935.35,UPI,e60541807d4a9ca617d3a227b3308c9b4d7697eab37dca8779086c04c7983447,2025-03-03 17:55:01
User Chirag Ravi prefers shopping for Books with a budget of ₹47656.26.,220,Chirag Ravi,desaimishti@gmail.com,0460294150,Goa,33,Male,Books,47656.26,UPI,7e2e84077d599a609d635b0e85fd6726e7c071e47c23b2075d3d1465021b89a5,2025-03-05 17:55:01
User Siya Gupta prefers shopping for Others with a budget of ₹1036.83.,221,Siya Gupta,vohratushar@ratta.com,+916083130,Goa,29,Female,Others,1036.83,UPI,0f8fa715d17e482c9c4ad5798db593021c94840b1cc12d37aac54c3c971a932f,2025-03-18 17:55:01
User Shamik Dass prefers shopping for Beauty with a budget of ₹28340.98.,222,Shamik Dass,advik87@gmail.com,+919209312,Madhya Pradesh,47,Male,Beauty,28340.98,Credit Card,d878c392d8aac8c67ae2c89e39633444c09c131f6255243129f9c43719929c5e,2025-03-29 17:55:01
User Abram Issac prefers shopping for Books with a budget of ₹26043.0.,223,Abram Issac,ekurian@raju.com,+918419382,Goa,22,Female,Books,26043.0,Cash on Delivery,2b9f185b0a6ad38e450bc9e7de4ef9aa06ebf4eb52688ff8e7f16bee1bffa1e8,2025-03-11 17:55:01
User Anay Kothari prefers shopping for Others with a budget of ₹7372.33.,224,Anay Kothari,shankaronkar@hotmail.com,2150415479,Madhya Pradesh,47,Female,Others,7372.33,UPI,489ac8a6d6a165a5ec36fe4859f48d3bcd9d9df37c688530f95ec1881d9f7c40,2025-03-29 17:55:01
User Bhavin Magar prefers shopping for Home & Kitchen with a budget of ₹21921.91.,225,Bhavin Magar,nitya04@hotmail.com,0278827422,Madhya Pradesh,23,Female,Home & Kitchen,21921.91,UPI,19bc2fc2674f9c1854164dbe6be1b053e47b72c26d236f79c762884af5065d9c,2025-03-22 17:55:01
User Emir Wagle prefers shopping for Electronics with a budget of ₹43045.55.,226,Emir Wagle,yraman@hotmail.com,0294158997,Haryana,50,Male,Electronics,43045.55,UPI,236d4ca991eaa3f13e3aa0661ccfa0889811383e8104afd184ef1855c514d0e6,2025-03-06 17:55:01
User Mohanlal Sama prefers shopping for Home & Kitchen with a budget of ₹15663.77.,227,Mohanlal Sama,jivikasabharwal@kaul.com,7323742491,Rajasthan,27,Male,Home & Kitchen,15663.77,Cash on Delivery,c3c180b01302560262f39024eaad3b1dc1052153bc9ea6b72d6f13c83a2a2170,2025-04-01 17:55:01
User Reyansh Talwar prefers shopping for Beauty with a budget of ₹19256.78.,228,Reyansh Talwar,nityabains@kar.org,0442955955,Gujarat,58,Male,Beauty,19256.78,Debit Card,cd9dd759aaf69ee3d3efd520bcd29a997cf2047016969ee47f72637d4b24075e,2025-03-07 17:55:01
User Yakshit Acharya prefers shopping for Books with a budget of ₹25843.09.,229,Yakshit Acharya,renee81@yahoo.com,0726372960,Rajasthan,56,Male,Books,25843.09,Cash on Delivery,cefe4d5b15e7d91d3f8f7bf38c1321859600b3890a0ce69f4da4689cfa22f166,2025-03-13 17:55:01
User Yasmin Brahmbhatt prefers shopping for Home & Kitchen with a budget of ₹14521.88.,230,Yasmin Brahmbhatt,cganesh@hotmail.com,+911979592,Rajasthan,43,Male,Home & Kitchen,14521.88,UPI,0a9e9d80775b319ca2834d26a993152913f74fabb5abd8d352a2d68bba49be5c,2025-03-22 17:55:01
User Baiju Karnik prefers shopping for Electronics with a budget of ₹19318.43.,231,Baiju Karnik,ayeshaedwin@raju-sanghvi.com,+914668133,Maharashtra,50,Female,Electronics,19318.43,Debit Card,2d154dcfe1b4892281cb018155cdf1cb0ae9fde2dbb0a35d6879655c8903fbb7,2025-03-04 17:55:01
User Miraan Goel prefers shopping for Electronics with a budget of ₹44561.63.,232,Miraan Goel,indrajitsaini@gmail.com,0534518651,Haryana,30,Female,Electronics,44561.63,Cash on Delivery,43452e27496596f7c30826f4db92812b088cc04afea1b84efda2fb9c54bef53d,2025-03-02 17:55:01
User Shlok Bains prefers shopping for Electronics with a budget of ₹10509.65.,233,Shlok Bains,pbassi@basak-sunder.com,2839238498,Uttar Pradesh,46,Male,Electronics,10509.65,Credit Card,473f0fe4b82eca3f4f43b0752674d6dcd7ab952ea369c5dc373d1410ff13f669,2025-03-31 17:55:01
User Jivin Jayaraman prefers shopping for Clothing with a budget of ₹20928.05.,234,Jivin Jayaraman,baijusem@rajagopalan.net,+911123443,Goa,31,Male,Clothing,20928.05,Cash on Delivery,f3e21bfb1e7c3975eeafdc18bbbf2cd0d94aff5e396870ce149b568d7ae7b094,2025-03-05 17:55:01
User Miraan Bhakta prefers shopping for Beauty with a budget of ₹19520.96.,235,Miraan Bhakta,nwason@gmail.com,0727664959,Delhi,23,Male,Beauty,19520.96,UPI,40777c8ccc30391d511a43d26d095e11540100a6be32c78459a6f6b51c9a6b01,2025-03-10 17:55:01
User Shaan Hari prefers shopping for Beauty with a budget of ₹21942.41.,236,Shaan Hari,bandra@mall-venkatesh.com,+911562145,Goa,26,Female,Beauty,21942.41,UPI,61bc039028ba4cbb07bf584bcfc76a9c14f22ba868c0c72585b785901622c860,2025-03-25 17:55:01
User Suhana Ghosh prefers shopping for Home & Kitchen with a budget of ₹2515.86.,237,Suhana Ghosh,vdyal@gmail.com,+919350500,Delhi,56,Male,Home & Kitchen,2515.86,Debit Card,d03a5597a18f453ba29e35f745b7e04c26e925f814cce27755d03b8b17afe925,2025-03-21 17:55:01
User Indranil Lad prefers shopping for Books with a budget of ₹48290.41.,238,Indranil Lad,lshere@chaudhuri.com,7114737308,Gujarat,38,Female,Books,48290.41,Cash on Delivery,419da076708905cd38fabfbd2b3c9bbe4862f0843d1f617ece8967e554552ef7,2025-04-01 17:55:01
User Kismat Banik prefers shopping for Home & Kitchen with a budget of ₹47982.29.,239,Kismat Banik,sana66@edwin.com,+917370622,Tamil Nadu,20,Male,Home & Kitchen,47982.29,Debit Card,d16c4ec30256b956bb345f6c840773e9622ad33ba3dff62469a4879877a8a2fa,2025-03-20 17:55:01
User Anaya Sawhney prefers shopping for Electronics with a budget of ₹39095.67.,240,Anaya Sawhney,tbawa@venkataraman.com,0696728710,Uttar Pradesh,24,Female,Electronics,39095.67,PayPal,be289919739606c5f9dbd017d29b7a7dd0c0af4f5cc19cf94b8f8ef5b89bf750,2025-03-17 17:55:01
User Neysa Bora prefers shopping for Books with a budget of ₹16400.76.,241,Neysa Bora,devansh93@gour-ganguly.com,+912060083,Punjab,49,Male,Books,16400.76,Cash on Delivery,a511d64a646553a3b5b968986ccab0cc16c89d21b19ab7ebf60bd3bf047e347d,2025-03-11 17:55:01
User Tejas Sankar prefers shopping for Home & Kitchen with a budget of ₹26104.23.,242,Tejas Sankar,dyaladvik@bajaj.com,5902424858,Tamil Nadu,29,Male,Home & Kitchen,26104.23,UPI,70db77ee122c803572f6d5597ba51f8d99961fbf8729d4c4b1f02233b7a8530a,2025-03-13 17:55:01
User Romil Thakur prefers shopping for Others with a budget of ₹16929.57.,243,Romil Thakur,trishabala@vig.com,+910114432,Karnataka,22,Male,Others,16929.57,UPI,93ea70bb380fb094bac34790019b9cb60c68ec3e922104c8ec695d032acbf123,2025-03-27 17:55:01
User Divij Kota prefers shopping for Books with a budget of ₹40550.86.,244,Divij Kota,basakuthkarsh@behl-sane.com,4073932024,Rajasthan,42,Female,Books,40550.86,Cash on Delivery,6772e9f67c5709a580f56cbe37d12f7ef13251cb0d8d16806b53f51d9e6f7cae,2025-03-12 17:55:01
User Tanya Rastogi prefers shopping for Others with a budget of ₹40416.0.,245,Tanya Rastogi,kashvisubramanian@mander.com,+917049649,Delhi,47,Male,Others,40416.0,Cash on Delivery,831c775942b6ca8e97a01e818392d9a5881fe683451936dbaaf0cc22f321d8a4,2025-03-25 17:55:01
User Pranay Ranganathan prefers shopping for Home & Kitchen with a budget of ₹23577.64.,246,Pranay Ranganathan,godaanahi@issac.com,+913822088,Goa,26,Female,Home & Kitchen,23577.64,Debit Card,a04d55f54c072d551599d99f76c3563c757de13fe08b9712202978ab575931a4,2025-03-10 17:55:01
User Sara Uppal prefers shopping for Home & Kitchen with a budget of ₹21786.46.,247,Sara Uppal,kiaragala@hotmail.com,2042791955,Punjab,52,Female,Home & Kitchen,21786.46,Cash on Delivery,3962be5e845cc53049296bddd4a0f44dc21c6a5fdcc58fb286810d71a3dbc8cc,2025-03-04 17:55:01
User Kashvi Bumb prefers shopping for Home & Kitchen with a budget of ₹25453.8.,248,Kashvi Bumb,qthakur@gala.com,8164181215,Rajasthan,24,Female,Home & Kitchen,25453.8,PayPal,1059a527c1e067a2361dce5915de7a811d5ffc55412cc115b88ba83ae06c9bcc,2025-03-03 17:55:01
User Heer Bhatnagar prefers shopping for Others with a budget of ₹15281.86.,249,Heer Bhatnagar,ktoor@hotmail.com,3526594897,Madhya Pradesh,29,Male,Others,15281.86,Credit Card,61550f48421f44305201fe6c8c35035623d7c928bfcf6a65ffedee5d8ff09310,2025-03-17 17:55:01
User Chirag Kata prefers shopping for Books with a budget of ₹5155.47.,250,Chirag Kata,mrajagopal@mangal.com,3568289921,Punjab,30,Male,Books,5155.47,Cash on Delivery,8885000fe9a4c11b56e1e78a59418e34d5493686d79d07f777cf5cfa8301ac0d,2025-03-11 17:55:01
User Adira Bassi prefers shopping for Books with a budget of ₹7213.07.,251,Adira Bassi,rasha88@gmail.com,7399725940,Karnataka,36,Male,Books,7213.07,Cash on Delivery,7112aa1de5d2f2cabd7968262aadc7ff931d349503d6d087281578eaa1717a30,2025-03-06 17:55:01
User Shayak Chadha prefers shopping for Others with a budget of ₹5610.24.,252,Shayak Chadha,rajagopalzoya@gmail.com,6257611546,Goa,43,Male,Others,5610.24,Credit Card,090c92f10e4d35c680090b0bcf1194c6f3ba9626dd47d0d5181d892d02bddfe4,2025-03-13 17:55:01
User Krish Tara prefers shopping for Electronics with a budget of ₹1733.61.,253,Krish Tara,vedikasur@gmail.com,0821508430,Tamil Nadu,52,Male,Electronics,1733.61,PayPal,65409031103ccfa3dcb4c21bfed43d1f7bb35a08f176d21ba4b06afaf3016ddf,2025-03-22 17:55:01
User Vidur Dave prefers shopping for Clothing with a budget of ₹18776.47.,254,Vidur Dave,dugaraarna@kaur.biz,+910449973,Maharashtra,39,Female,Clothing,18776.47,Credit Card,52222cbaa8344c81eb61a59457a3829ce3bef21e90644d714bc29485167b6dbe,2025-03-03 17:55:01
User Advika Som prefers shopping for Books with a budget of ₹13222.89.,255,Advika Som,saira64@yahoo.com,+915372163,Madhya Pradesh,60,Female,Books,13222.89,Credit Card,3b25976461fd5d49ceaf64d59afe2b19a579b08d52af875c472727cbb218af82,2025-03-27 17:55:01
User Alia Sandhu prefers shopping for Beauty with a budget of ₹8175.4.,256,Alia Sandhu,aarushchawla@bava-ramanathan.biz,+918332807,Karnataka,34,Female,Beauty,8175.4,Cash on Delivery,533e9c9f762b5dd623e3cc65c7f015554e0425a04b3f6a1c5ab84bbb47209d8a,2025-03-23 17:55:01
User Tushar Bhavsar prefers shopping for Clothing with a budget of ₹13587.16.,257,Tushar Bhavsar,ebali@gmail.com,0134262334,Goa,34,Male,Clothing,13587.16,UPI,b49c26cd54ea51703d3cce713c9630427a71c7ccc0b4dfb4f55f396e8db93330,2025-03-30 17:55:01
User Aarav Bahl prefers shopping for Beauty with a budget of ₹11341.97.,258,Aarav Bahl,fdave@raman.com,8320105385,Haryana,47,Male,Beauty,11341.97,Debit Card,41c1b20a632bcf6be1f2c23e58393469086ec4e0bebf6e9d1e7d73e3e04bb30d,2025-03-31 17:55:01
User Prerak Kurian prefers shopping for Electronics with a budget of ₹20465.31.,259,Prerak Kurian,ukata@chopra.com,9448613166,Gujarat,21,Male,Electronics,20465.31,Credit Card,6922f3e77cd7ca9d84f21dcf66704fde927c829e7f4bde9ec483c1a1fd05aca6,2025-03-17 17:55:01
User Vaibhav Talwar prefers shopping for Beauty with a budget of ₹38803.99.,260,Vaibhav Talwar,pranayshroff@chana.info,0543152697,Rajasthan,53,Male,Beauty,38803.99,Debit Card,4b1ff28e9ab70d8f9f8d04a1552e80f085ee92d84c360944f576757feff604e3,2025-03-14 17:55:01
User Mahika Buch prefers shopping for Clothing with a budget of ₹17674.41.,261,Mahika Buch,ltak@ratti.org,+910142052,Madhya Pradesh,53,Male,Clothing,17674.41,PayPal,8da0c8c16b471a8e941a3564082a767fe3a420dd313dc9ea8dea2f5ac54fe53b,2025-03-27 17:55:01
User Jhanvi Grover prefers shopping for Clothing with a budget of ₹36582.85.,262,Jhanvi Grover,vsule@khatri.com,5873506731,Karnataka,55,Female,Clothing,36582.85,Credit Card,05a528929c99a58d7e5f2aabc30e17526d43b264e4f6da8ff01a7e9406d85a32,2025-03-25 17:55:01
User Eva Dash prefers shopping for Others with a budget of ₹40500.69.,263,Eva Dash,jsood@hotmail.com,+918246270,Madhya Pradesh,28,Male,Others,40500.69,Debit Card,3863e44f174fa826b53429989083422cdedc8b74d6d251e566b1e93dca3d764b,2025-03-25 17:55:01
User Damini Raja prefers shopping for Books with a budget of ₹40668.26.,264,Damini Raja,wratta@brar.com,0935495398,Punjab,42,Male,Books,40668.26,PayPal,f4ad3f70764e8c11d14f71e22288c4fbac8398bc5f6c0260c5110858821b5d57,2025-03-25 17:55:01
User Mishti Baral prefers shopping for Beauty with a budget of ₹41519.49.,265,Mishti Baral,dhruvkuruvilla@kapoor.com,0424746871,Goa,36,Female,Beauty,41519.49,Cash on Delivery,3a5a7b00604683f47917f651695857ac109c36eda3e3814116a2054e3ee99f93,2025-03-14 17:55:01
User Pari Sarin prefers shopping for Books with a budget of ₹25096.36.,266,Pari Sarin,mohanlalsathe@hotmail.com,8644553733,Rajasthan,38,Female,Books,25096.36,UPI,a15016800f8c0123d0e17a1464100ba024cea779e9659ae6759c2b20a6ea5994,2025-03-07 17:55:01
User Gokul Bhardwaj prefers shopping for Clothing with a budget of ₹34630.14.,267,Gokul Bhardwaj,nakulvirk@dhar-chaudry.info,+910895733,Goa,22,Male,Clothing,34630.14,Cash on Delivery,3c23679faa6eb47926ff6bc8b0d23565b7785e670ff7dfb15033aeabd39876c8,2025-03-21 17:55:01
User Damini Shukla prefers shopping for Beauty with a budget of ₹4074.63.,268,Damini Shukla,samadhanuk@gmail.com,+915572192,Delhi,47,Male,Beauty,4074.63,Debit Card,20aeb465b68ab3c05b98a0ce1d435210f9a8ca5fa932b6a463d21c1d696ed7c0,2025-04-01 17:55:01
User Ishita Chanda prefers shopping for Home & Kitchen with a budget of ₹38588.42.,269,Ishita Chanda,rasha93@agate-kumer.com,0757831294,Karnataka,55,Male,Home & Kitchen,38588.42,Cash on Delivery,cd19dc0bdb312ffd95bbc98104f9aa47ea740ac6a1a53631b1c42511460e8c6a,2025-03-17 17:55:01
User Samiha Behl prefers shopping for Books with a budget of ₹43439.09.,270,Samiha Behl,dhanukkrish@gmail.com,1255484621,Goa,50,Female,Books,43439.09,Debit Card,9371dc0e669a84ee961d343f68f2ad250e3acaaf15f7103da5f116c50f61e73b,2025-03-02 17:55:01
User Pari Andra prefers shopping for Clothing with a budget of ₹24263.65.,271,Pari Andra,himmatdyal@kibe.biz,0095724550,Goa,28,Female,Clothing,24263.65,Credit Card,670085148a47562d45d3cda507d97829d58ca7e44e90b5641e68918c6d7eae7f,2025-03-09 17:55:01
User Taimur Srinivas prefers shopping for Clothing with a budget of ₹14720.26.,272,Taimur Srinivas,shanayagoyal@gmail.com,+914639550,Karnataka,39,Male,Clothing,14720.26,Cash on Delivery,8d0d1178dfbda562c2e5f202e2252bea3934341e217a4dcbfeb9b948d044a3a0,2025-03-07 17:55:01
User Eshani Comar prefers shopping for Electronics with a budget of ₹3642.07.,273,Eshani Comar,nkant@kant.com,0775860931,Karnataka,32,Male,Electronics,3642.07,PayPal,1153db056e352d2e8855d8913049f50edfb71e2abe38c9a064707cb7ef7db23a,2025-03-21 17:55:01
User Kashvi Rege prefers shopping for Books with a budget of ₹14580.57.,274,Kashvi Rege,rwalia@varty.biz,5780085721,Punjab,18,Female,Books,14580.57,Credit Card,257ca613e142c6e79ffa1b8a6fbab226aa65751698a98ce75e8d87b0b0864257,2025-03-28 17:55:01
User Armaan Bhalla prefers shopping for Home & Kitchen with a budget of ₹18737.58.,275,Armaan Bhalla,anayaviswanathan@sood.com,0497882254,Madhya Pradesh,40,Male,Home & Kitchen,18737.58,Debit Card,9fc0f1cde171611f54587d326d09663db88f494df69006e07cb21d4c907c374b,2025-03-09 17:55:01
User Sahil Manda prefers shopping for Clothing with a budget of ₹12893.15.,276,Sahil Manda,kalasamaira@yahoo.com,0044469959,Delhi,42,Female,Clothing,12893.15,Debit Card,e582242c4a443239451432ae917767f83b9854e6f82cf35f4437809e73afb6e6,2025-03-31 17:55:01
User Suhana Swaminathan prefers shopping for Books with a budget of ₹34223.21.,277,Suhana Swaminathan,mamooty50@dugar.org,0442496677,Uttar Pradesh,29,Male,Books,34223.21,Cash on Delivery,9a10d8875eb481d5b4c94f5dd25a10548f322769e49aa62a3d41f9a123b00fa6,2025-03-12 17:55:01
User Dhanuk Dada prefers shopping for Beauty with a budget of ₹20486.12.,278,Dhanuk Dada,mehul00@trivedi-sahni.com,9416968095,Karnataka,57,Female,Beauty,20486.12,UPI,b24f114a9e7fc6ed27dff3c8effe587fe846ed715291bd4bf3897a8959d9385b,2025-03-02 17:55:01
User Anya Kale prefers shopping for Others with a budget of ₹3779.38.,279,Anya Kale,gokul60@hotmail.com,3211184495,Goa,29,Female,Others,3779.38,Credit Card,89e99dfcac3481729ccc43952f13228dd649cb4cba76bef8424298000c1fb685,2025-03-04 17:55:01
User Shaan Bose prefers shopping for Others with a budget of ₹34600.33.,280,Shaan Bose,yrout@gmail.com,1897127191,Uttar Pradesh,26,Male,Others,34600.33,Cash on Delivery,f9349d93f010597f7afb1cb4c459ef5f8c918d6bf75f919e5207b9c45665688e,2025-03-16 17:55:01
User Alisha Bath prefers shopping for Clothing with a budget of ₹39643.31.,281,Alisha Bath,regejayant@brahmbhatt.com,+911502875,Tamil Nadu,49,Male,Clothing,39643.31,Debit Card,46a6e4456b802c3337d0d6a1b818bda35d6caaf2b06c975d7cd401e78c22b7c1,2025-03-11 17:55:01
User Hazel Kaur prefers shopping for Home & Kitchen with a budget of ₹10853.58.,282,Hazel Kaur,lakshay38@badal-basak.org,8949201770,Tamil Nadu,48,Male,Home & Kitchen,10853.58,Cash on Delivery,a964cd43277ac1bf6b2e4cd6d0dfdb0bcab928459f604697e81fa6e2e6da0a0f,2025-03-27 17:55:01
User Ivan Trivedi prefers shopping for Clothing with a budget of ₹29030.67.,283,Ivan Trivedi,shaan42@gmail.com,1847669652,Uttar Pradesh,25,Male,Clothing,29030.67,Debit Card,b460669de1b0b726e1ab066c49b52f9877bd9685de5ca0ee69ae9c02292177aa,2025-03-13 17:55:01
